
              ----------- check consistency of maturity stages TC by means of spawning season information -  1994
Warning: Haul  30 ELED CIR M length 100 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  81 ELED CIR M length 115 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  84 ELED CIR M length 105 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  89 ELED CIR M length 115 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  95 ELED CIR M length 100 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  103 ELED CIR M length 105 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  103 ELED CIR M length 145 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  133 ELED CIR M length 100 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  139 ELED CIR M length 95 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  17 ELED CIR M length 80 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  17 ELED CIR M length 100 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  17 ELED CIR M length 105 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  21 ELED CIR M length 85 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  22 ELED CIR M length 85 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  22 ELED CIR M length 90 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  22 ELED CIR M length 95 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  22 ELED CIR M length 100 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  23 ELED CIR M length 95 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  24 ELED CIR M length 110 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  24 ELED CIR M length 115 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  25 ELED CIR M length 90 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  25 ELED CIR M length 100 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  25 ELED CIR M length 115 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  26 ELED CIR M length 85 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  31 ELED CIR M length 95 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  31 ELED CIR M length 110 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  83 ELED CIR M length 120 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  83 ELED CIR M length 125 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  102 ELED CIR M length 110 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  106 ELED CIR M length 100 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  110 ELED CIR M length 100 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  132 ELED CIR M length 115 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  134 ELED CIR M length 105 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  135 ELED CIR M length 110 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  14 ELED CIR M length 85 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  14 ELED CIR M length 90 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  16 ELED CIR M length 105 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  17 ELED CIR M length 100 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  21 ELED CIR M length 80 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  21 ELED CIR M length 85 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  21 ELED CIR M length 90 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  21 ELED CIR M length 100 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  21 ELED CIR M length 105 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  21 ELED CIR M length 110 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  23 ELED CIR M length 90 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  23 ELED CIR M length 95 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  23 ELED CIR M length 100 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  24 ELED CIR M length 90 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  24 ELED CIR M length 100 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  24 ELED CIR M length 105 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  24 ELED CIR M length 110 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  24 ELED CIR M length 115 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  25 ELED CIR M length 95 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  25 ELED CIR M length 100 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  25 ELED CIR M length 105 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  26 ELED CIR M length 105 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  26 ELED CIR M length 110 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  26 ELED CIR M length 115 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  26 ELED CIR M length 120 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  27 ELED CIR M length 110 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  28 ELED CIR M length 85 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  31 ELED CIR M length 90 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  31 ELED CIR M length 95 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  79 ELED CIR M length 75 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  79 ELED CIR M length 90 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  79 ELED CIR M length 95 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  79 ELED CIR M length 100 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  79 ELED CIR M length 105 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  79 ELED CIR M length 110 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  81 ELED CIR M length 115 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  84 ELED CIR M length 120 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  89 ELED CIR M length 105 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  90 ELED CIR M length 110 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  90 ELED CIR M length 115 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  93 ELED CIR M length 95 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  93 ELED CIR M length 110 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  93 ELED CIR M length 115 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  93 ELED CIR M length 120 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  95 ELED CIR M length 110 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  95 ELED CIR M length 125 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  97 ELED CIR M length 120 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  102 ELED CIR M length 90 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  111 ELED CIR M length 105 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  113 ELED CIR M length 95 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  113 ELED CIR M length 100 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  113 ELED CIR M length 110 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  132 ELED CIR M length 105 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  133 ELED CIR M length 105 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  134 ELED CIR M length 120 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  135 ELED CIR M length 80 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  135 ELED CIR M length 90 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  135 ELED CIR M length 95 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  135 ELED CIR M length 100 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  136 ELED CIR M length 95 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  136 ELED CIR M length 105 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  136 ELED CIR M length 110 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  136 ELED CIR M length 115 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  137 ELED CIR M length 95 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  137 ELED CIR M length 100 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  139 ELED CIR M length 110 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  25 ELED CIR M length 95 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  25 ELED CIR M length 110 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  26 ELED CIR M length 105 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  77 ELED CIR M length 135 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  81 ELED CIR M length 105 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  139 ELED CIR M length 95 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  139 ELED CIR M length 105 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  10 ELED CIR M length 115 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  15 ELED CIR M length 85 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  15 ELED CIR M length 95 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  15 ELED CIR M length 100 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  17 ELED CIR M length 95 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  22 ELED CIR M length 100 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  23 ELED CIR M length 140 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  24 ELED CIR M length 75 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  24 ELED CIR M length 80 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  24 ELED CIR M length 85 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  24 ELED CIR M length 90 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  24 ELED CIR M length 95 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  24 ELED CIR M length 100 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  25 ELED CIR M length 85 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  25 ELED CIR M length 95 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  27 ELED CIR M length 185 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  30 ELED CIR M length 90 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  79 ELED CIR M length 105 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  81 ELED CIR M length 90 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  81 ELED CIR M length 100 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  81 ELED CIR M length 105 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  83 ELED CIR M length 95 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  83 ELED CIR M length 100 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  83 ELED CIR M length 105 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  83 ELED CIR M length 110 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  83 ELED CIR M length 115 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  89 ELED CIR M length 90 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  89 ELED CIR M length 95 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  90 ELED CIR M length 100 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  93 ELED CIR M length 115 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  95 ELED CIR M length 100 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  95 ELED CIR M length 110 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  102 ELED CIR M length 80 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  102 ELED CIR M length 95 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  102 ELED CIR M length 100 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  103 ELED CIR M length 70 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  103 ELED CIR M length 105 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  107 ELED CIR M length 85 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  107 ELED CIR M length 90 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  107 ELED CIR M length 95 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  111 ELED CIR M length 85 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  111 ELED CIR M length 105 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  113 ELED CIR M length 85 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  113 ELED CIR M length 110 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  132 ELED CIR M length 65 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  133 ELED CIR M length 80 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
Warning: Haul  133 ELED CIR M length 85 : specimen mature (STAGE  3 )outside the spawning period. Please check correctness of maturity stage.
