"HAUL_NUMBER";"GENUS";"SPECIES";"WEIGHT_OF_THE_SAMPLE_MEASURED";"ESTIMATED_WEIGHT";"perc_diff"
121;"MULL";"BAR";2;1.9000207835611;5.2620064635038
158;"TRIS";"CAP";2;2.49149394192896;-19.7268768612149
103;"HELI";"DAC";2;2.2545084727495;-11.2888674327806
103;"EUTR";"GUR";2;1.87675692809599;6.56681054743975
100;"PAGE";"BOG";3;3.14459792974555;-4.59829628385103
110;"ASPI";"CUC";3;2.98624525751099;0.460603242630978
95;"TRIS";"CAP";4;4.08131496124775;-1.99237162580789
112;"ASPI";"CUC";4;3.72099544424041;7.49811602675961
76;"TRIS";"CAP";5;3.2947157967811;51.7581578625064
76;"ELED";"CIR";5;9.37332203583061;-46.6571192061158
84;"ELED";"CIR";5;5.36108405379854;-6.7352805920417
160;"EUTR";"GUR";5;4.43799914767115;12.663383511999
160;"PAPE";"LON";5;4.75002175031022;5.26267589560938
160;"TRIG";"LUC";5;5.20973327123282;-4.0257967215121
138;"TRIS";"CAP";6;5.78055481766665;3.79626505162926
137;"ZEUS";"FAB";6;6.0597829378281;-0.986552463041363
129;"PAPE";"LON";6;6.11629834137994;-1.90144978038624
150;"LOPH";"PIS";6;6.13797051056962;-2.2478197041194
148;"RAJA";"CLA";7;6.64666738452126;5.31593646917828
136;"PAGE";"ACA";8;7.9924318805213;0.0946910726526955
137;"PAPE";"LON";8;8.29787391569165;-3.58976189224029
129;"TRIG";"LUC";8;6.21698785010207;28.6796788555516
136;"TRIP";"LAS";9;8.81944857212533;2.04719633430735
145;"LOPH";"BUD";10;6.9408818655088;44.073911554277
123;"TRIS";"CAP";10;7.20244018593753;38.8418333487114
150;"TRIS";"CAP";10;5.91502637982415;69.0609535421429
129;"ELED";"CIR";10;9.37332203583061;6.68576158776832
156;"ASPI";"CUC";10;7.85317823848865;27.3369799629622
110;"MICM";"POU";10;9.43790717587758;5.95569349907441
134;"TRAC";"TRA";10;10.5346647654625;-5.07528979199602
135;"TRIG";"LUC";12;11.538221023785;4.00216788413984
116;"PAPE";"LON";13;13.1128499708341;-0.860605978754441
131;"PHYI";"BLE";15;11.35314534845;32.1219762420099
133;"PHYI";"BLE";15;9.0490393840236;65.7634513833925
143;"LOPH";"BUD";15;9.77720362332423;53.418099672348
103;"TRIS";"CAP";15;14.4415231649855;3.86716019241354
76;"ZEUS";"FAB";15;10.2017368521801;47.033786671282
156;"ZEUS";"FAB";15;13.801424548293;8.68443288236655
146;"PAPE";"LON";15;11.1111720436103;34.9992596741945
152;"PAPE";"LON";15;11.2416832352693;33.4319753196701
112;"TRIG";"LUC";15;8.74354330140002;71.5551634266877
125;"SPIC";"SMA";15;8.27637807062402;81.2386997307512
162;"SPIC";"SMA";15;8.27637807062402;81.2386997307512
105;"TRAC";"TRA";15;8.60513509593485;74.3145207224712
162;"PHYI";"BLE";20;13.9677099488692;43.1873948787086
93;"TRIS";"CAP";20;14.3904425471193;38.9811323349719
112;"TRIS";"CAP";20;20.0345429885861;-0.17241715274352
160;"TRIS";"CAP";20;19.1825551611439;4.26139704533169
126;"ELED";"CIR";20;13.8292656487425;44.620838936727
109;"PAGE";"ERY";20;22.1785192260627;-9.82265409091248
83;"ZEUS";"FAB";20;18.1528944255581;10.1752675421351
109;"ZEUS";"FAB";20;12.6969380313894;57.5182926037444
77;"ARIS";"FOL";20;29.0052368825514;-31.0469344519254
85;"ARIS";"FOL";20;25.404029774971;-21.2723328654544
153;"EUTR";"GUR";20;20.9051126226876;-4.32962327935668
105;"PAPE";"LON";20;12.2561543997079;63.1833228249527
133;"PAPE";"LON";20;12.9375185514849;54.58915031047
150;"PAPE";"LON";20;18.5343769569505;7.90759272056279
162;"PAPE";"LON";20;23.6238755566897;-15.3398859048065
148;"MICM";"POU";20;13.7344723272353;45.6189908391325
117;"SPIC";"SMA";20;16.552756141248;20.8257998205008
100;"TRAC";"TRA";20;19.2637317669681;3.82204363068639
138;"TRAC";"TRA";20;12.9228120112953;54.7650773107185
146;"TRAC";"TRA";20;15.0723711069264;32.6931234516193
131;"LOLI";"VUL";20;21.4566700241441;-6.78889139137137
136;"TRAC";"TRA";22;21.5382744204716;2.1437445289933
129;"TRIS";"CAP";25;19.864364185382;25.8535121823694
83;"HELI";"DAC";25;20.0008100010183;24.994937698659
121;"PAGE";"ERY";25;30.0741474253917;-16.8721239329551
101;"ZEUS";"FAB";25;13.801424548293;81.1407214706109
123;"ZEUS";"FAB";25;18.1528944255581;37.7190844276689
136;"SPIC";"FLE";25;13.2465913091598;88.7277973369106
133;"EUTR";"GUR";25;17.2781657081031;44.6912850724398
158;"TRAC";"MED";25;24.9177206194434;0.330204282378676
121;"MERL";"MER";25;15.9958781802635;56.2902625180422
78;"NEPR";"NOR";25;17.2905453796186;44.5876891163251
138;"MICM";"POU";25;17.2536929124596;44.8965165129751
109;"TRAC";"TRA";25;16.4124993955913;52.3229302096153
161;"TRAC";"TRA";25;24.7648753868822;0.949427806296625
104;"LOLI";"VUL";25;20.0887564107432;24.4477233375695
105;"LOLI";"VUL";25;28.7255523978896;-12.9694717312498
105;"ELED";"CIR";26;27.4764098633348;-5.37337254276775
156;"MULL";"BAR";30;25.4513298761962;17.872033194061
88;"TRIS";"CAP";30;22.1942208950198;35.170322679503
146;"HELI";"DAC";30;25.1522686327611;19.2735352743674
147;"HELI";"DAC";30;26.0418965805226;15.198982943653
129;"LOPH";"PIS";30;30.0292111375427;-0.0972757406410159
137;"MICM";"POU";30;15.4186479047488;94.5695899233825
130;"SPIC";"SMA";30;21.8876226096436;37.0637667463348
162;"LOLI";"VUL";30;24.9365473410234;20.3053477681998
80;"MULL";"BAR";35;25.4513298761962;37.5173720597379
105;"BOOP";"BOO";35;22.2962096759934;56.9773540373768
109;"BOOP";"BOO";35;19.7509745984468;77.2064453100577
151;"LEPM";"BOS";35;23.2488732288983;50.5449303086874
88;"ASPI";"CUC";35;27.3448647933635;27.9947817057569
139;"PAPE";"LON";35;21.8626858726797;60.0901197768071
84;"LOPH";"PIS";35;26.7971364986108;30.6109703244393
112;"LOPH";"PIS";35;45.5289969749671;-23.1259146358005
